candidate_id,score,short_penalty_sum,short_excess_sum,long_diff_2y_vs_OV,trail_scale,threshold_scale,stop_pct,rv_gate,shock_drop_pct,shock_hold_days,dd_trigger_pct,dd_window_days,reentry_pos_days,defensive_symbol,1m_ret,1m_mdd,2m_ret,2m_mdd,3m_ret,3m_mdd,4m_ret,4m_mdd,5m_ret,5m_mdd,6m_ret,6m_mdd,1y_ret,1y_mdd,2y_ret,2y_mdd
HYB-0131,-643.2537088631309,643.2537088631309,0.0,37.240300000000275,1.1,1.2,4.7,77.5,7.0,1,0.0,20,1,SOXS,68.7363120333643,10.01,121.95378432610488,26.59,120.58465820262474,27.2,132.3364485540918,27.2,282.5239166982815,27.2,301.8788785007118,27.2,675.0498892180342,32.54,886.1107000000001,55.64
HYB-0003,-655.9753610745088,643.2538010745092,0.0,-10.601299999999696,1.1,1.2,4.7,75.0,7.0,1,0.0,20,1,SOXS,68.73631883384492,10.01,121.95380663432624,26.59,120.58463553788879,27.2,132.33643860066607,27.2,282.52387642396275,27.2,301.8789089504203,27.2,675.0498103407259,35.81,838.2691000000001,57.59
HYB-0115,-655.9753610745088,643.2538010745092,0.0,-10.601299999999696,1.1,1.2,4.7,72.5,7.0,1,0.0,20,1,SOXS,68.73631883384492,10.01,121.95380663432624,26.59,120.58463553788879,27.2,132.33643860066607,27.2,282.52387642396275,27.2,301.8789089504203,27.2,675.0498103407259,35.81,838.2691000000001,57.59
HYB-0130,-674.749776332274,674.749776332274,0.0,48.38220000000024,1.1,1.2,4.7,77.5,6.0,1,0.0,20,1,SOXS,68.73632431400762,10.01,121.95379366953149,25.97,122.46665295471084,26.58,134.31868715147465,26.58,285.7876546724962,26.58,279.5973024586117,26.58,658.7074048432376,30.31,897.2526,56.28
HYB-0114,-674.7499727883494,674.7499727883494,0.0,0.0,1.1,1.2,4.7,72.5,6.0,1,0.0,20,1,SOXS,68.73630719679508,10.01,121.9537828639972,25.97,122.46661724372868,26.58,134.31872588274163,26.58,285.78757968374106,26.58,279.59735581731394,26.58,658.7072549196772,33.69,848.8703999999998,58.2
HYB-0002,-674.7499727883494,674.7499727883494,0.0,0.0,1.1,1.2,4.7,75.0,6.0,1,0.0,20,1,SOXS,68.73630719679508,10.01,121.9537828639972,25.97,122.46661724372868,26.58,134.31872588274163,26.58,285.78757968374106,26.58,279.59735581731394,26.58,658.7072549196772,33.69,848.8703999999998,58.2
HYB-0051,-690.3216992974895,690.3216992974895,0.0,13.442600000000198,1.1,1.15,4.7,75.0,7.0,1,0.0,20,1,SOXS,68.73631655157637,10.01,121.95382693924435,26.59,120.58462502610281,27.2,126.23330514565087,27.2,272.4755763365279,27.2,291.32206350774845,27.2,654.6901835920038,32.39,862.313,57.67
HYB-0035,-695.8211270686854,661.2919670686856,0.0,-28.774299999999812,1.12,1.2,4.7,75.0,7.0,1,0.0,20,1,SOXS,68.3226605959756,10.01,121.13814162418612,26.59,119.50443937145265,27.2,131.10414801177,27.2,280.33937610188724,27.2,299.0936748524375,27.2,665.5231887699493,36.2,820.0961,57.79
HYB-0019,-711.0435709125421,679.2510109125423,0.0,-26.49379999999985,1.08,1.2,4.7,75.0,7.0,1,0.0,20,1,SOXS,65.36459659265708,10.01,117.78573533356251,26.59,116.70793870374166,27.2,128.34659158567015,27.2,276.1087415695517,27.2,295.6240909615359,27.2,667.1288907370829,35.41,822.3765999999999,57.36
HYB-0034,-714.5447135812874,692.4786335812876,0.0,-18.38839999999982,1.12,1.2,4.7,75.0,6.0,1,0.0,20,1,SOXS,68.3226401315348,10.01,121.13812404698439,25.97,121.37724768869829,26.58,133.07587198489048,26.58,283.5844922508662,26.58,276.96655364878677,26.58,649.3740330632957,34.09,830.482,58.41
HYB-0050,-720.9408506119306,720.9408506119306,0.0,24.31560000000036,1.1,1.15,4.7,75.0,6.0,1,0.0,20,1,SOXS,68.73631121720763,10.01,121.95381004521929,25.97,122.46661695461407,26.58,128.1634988949197,26.58,275.653504451396,26.58,269.62583012235586,26.58,638.7771740987009,30.16,873.1860000000001,58.28
HYB-0018,-729.62303094329,710.3474309432904,0.0,-16.062999999999647,1.08,1.2,4.7,75.0,6.0,1,0.0,20,1,SOXS,65.36461384885746,10.01,117.78572417498086,25.97,118.55684740809056,26.58,130.29478140068386,26.58,279.31751853163644,26.58,273.6893235387554,26.58,650.9613565500491,33.27,832.8074000000001,57.99
HYB-0067,-768.4118647612146,644.9163847612147,0.0,-102.91289999999992,1.1,1.25,4.7,75.0,7.0,1,0.0,20,1,SOXS,68.73631691149956,10.01,121.95383233300414,26.59,120.58463078900776,27.2,132.3364609699079,27.2,282.5239711238675,27.2,307.1529195919218,27.2,668.1130799159209,37.03,745.9574999999999,58.67
HYB-0066,-788.2070412750236,676.4655612750239,0.0,-93.11789999999974,1.1,1.25,4.7,75.0,6.0,1,0.0,20,1,SOXS,68.73632194737019,10.01,121.95382077180827,25.97,122.46660476008256,26.58,134.31869659219603,26.58,285.7875949645568,26.58,284.46358332940224,26.58,652.1254127559042,34.95,755.7525,59.27
HYB-0082,-789.5276514861323,785.9193714861327,0.0,-3.006899999999632,1.1,1.2,4.2,75.0,6.0,1,0.0,20,1,SOXS,71.74962771618291,12.62,104.1485915491438,25.04,107.18757693989294,25.66,119.37059847415705,25.66,263.61366508193834,25.66,259.6563607333942,25.66,634.6718044155022,31.93,845.8635000000002,57.26
HYB-0083,-801.0969351862389,769.939535186239,0.0,-25.964499999999816,1.1,1.2,4.2,75.0,7.0,1,0.0,20,1,SOXS,71.74962789989641,13.46,104.14862119269897,25.76,105.19872732689733,26.37,117.26480217352871,26.37,260.123266022827,26.37,278.3447880048784,26.37,639.5482285893783,34.02,822.9059,56.97
HYB-0099,-886.7484975939154,753.1253775939157,0.0,-111.35259999999982,1.1,1.2,5.2,75.0,7.0,1,0.0,20,1,SOXS,65.07595303467211,10.57,117.1389652063917,27.27,113.81416969361528,27.87,124.02371203814981,27.87,263.79351909647335,27.87,281.7212505059123,27.87,627.6246492272139,39.46,737.5178,58.75
HYB-0098,-926.9841256581387,790.1384056581389,0.0,-114.03809999999987,1.1,1.2,5.2,75.0,6.0,1,0.0,20,1,SOXS,65.07594425600254,10.57,117.1389846414185,26.59,115.79471964444359,27.2,126.09886486403039,27.2,267.16341174323304,27.2,258.74362940999526,27.2,606.1636361790819,37.82,734.8322999999999,59.58
HYB-0129,-1057.17056302114,776.4683630211401,0.0,-233.91849999999977,1.1,1.2,4.7,77.5,5.0,1,0.0,20,1,SOXS,68.73633940234998,10.01,121.95382801425816,25.97,116.95293230855879,26.58,128.44271150026026,26.58,276.11310666127974,26.58,270.07822375347723,26.58,587.5720917350199,29.61,614.9519,52.94
HYB-0001,-1098.7948392194508,776.469079219451,0.0,-268.60479999999984,1.1,1.2,4.7,75.0,5.0,1,0.0,20,1,SOXS,68.73629397863988,10.01,121.9538209603781,25.97,116.95290611361023,26.58,128.4426295569943,26.58,276.11309507025317,26.58,270.0780342166766,26.58,587.5717372803409,33.02,580.2656,55.01
HYB-0049,-1121.5393317838432,820.1324517838434,0.0,-251.1723999999998,1.1,1.15,4.7,75.0,5.0,1,0.0,20,1,SOXS,68.73631447102456,10.01,121.95379708459338,25.97,116.95291141255812,26.58,122.44185553448847,26.58,266.2331731463231,26.58,260.3568146990054,26.58,569.5102782645077,29.45,597.698,55.1
HYB-0113,-1122.066440824172,776.4686008241724,0.0,-287.99819999999977,1.1,1.2,4.7,72.5,5.0,1,0.0,20,1,SOXS,68.73632901215008,10.01,121.95383340705237,25.97,116.95291277036132,26.58,128.44263252753422,26.58,276.1131630916676,26.58,270.07812902488797,26.58,587.5719957385181,33.02,560.8722,55.01
HYB-0033,-1130.3364932990905,792.7912532990908,0.0,-281.28769999999975,1.12,1.2,4.7,75.0,5.0,1,0.0,20,1,SOXS,68.32267253710143,10.01,121.13815563481313,25.97,115.89051648196707,26.58,127.2310215824008,26.58,273.9653227243038,26.58,267.51346694302464,26.58,579.4651871936425,33.41,567.5827,55.22
HYB-0017,-1147.9324784009273,811.1852384009275,0.0,-280.6226999999998,1.08,1.2,4.7,75.0,5.0,1,0.0,20,1,SOXS,65.36458159338017,10.01,117.78567990267157,25.97,113.14002829756586,26.58,124.51964557860249,26.58,269.8054537153609,26.58,264.3181761185275,26.58,580.1987927893082,32.61,568.2477,54.79
HYB-0081,-1148.0997902798013,880.0752302798015,0.0,-223.35379999999975,1.1,1.2,4.2,75.0,5.0,1,0.0,20,1,SOXS,71.74962105869677,12.62,104.14861003442732,25.04,102.05250571401439,25.66,113.86938495166312,25.66,254.49536747942213,25.66,250.63729467889274,25.66,569.2895821994261,27.28,625.5166,52.58
HYB-0065,-1180.1828595682477,777.717259568248,0.0,-335.3879999999998,1.1,1.25,4.7,75.0,5.0,1,0.0,20,1,SOXS,68.7363198639289,10.01,121.95383589561395,25.97,116.95286877564341,26.58,128.4426947999961,26.58,276.11321363169026,26.58,274.822450645434,26.58,581.5789532157895,35.25,513.4824,56.35
HYB-0085,-1316.8170664078864,1190.2627864078868,0.0,-105.46189999999967,1.1,1.2,4.2,75.0,6.0,2,0.0,20,1,SOXS,76.6699002057637,23.48,81.0321864428135,24.73,93.97200244520934,24.73,99.21032349739325,24.73,203.16188839844145,28.41,182.05453623665323,37.52,419.953972762183,37.52,743.4085000000001,60.94
HYB-0097,-1322.6350421447,888.9202421447002,0.0,-361.4289999999998,1.1,1.2,5.2,75.0,5.0,1,0.0,20,1,SOXS,65.07594391410363,10.57,117.1390234977101,26.59,110.44634480031038,27.2,120.42895438335277,27.2,257.9558832490403,27.2,249.74744227251944,27.2,536.6037621346072,37.42,487.4414,56.65
HYB-0005,-1508.967432921352,1255.3234329213522,0.0,-211.36999999999978,1.1,1.2,4.7,75.0,6.0,2,0.0,20,1,SOXS,61.15486023128496,23.83,73.19464930979326,23.83,91.38942679741173,23.83,95.53206167303236,23.83,197.5643313561623,28.79,175.4017970004186,37.84,396.7570371068886,37.84,637.5004,64.12
HYB-0117,-1508.967432921352,1255.3234329213522,0.0,-211.36999999999978,1.1,1.2,4.7,72.5,6.0,2,0.0,20,1,SOXS,61.15486023128496,23.83,73.19464930979326,23.83,91.38942679741173,23.83,95.53206167303236,23.83,197.5643313561623,28.79,175.4017970004186,37.84,396.7570371068886,37.84,637.5004,64.12
HYB-0133,-1526.4656157591207,1255.323575759121,0.0,-225.95169999999985,1.1,1.2,4.7,77.5,6.0,2,0.0,20,1,SOXS,61.15484107409408,23.83,73.19462628997191,23.83,91.38939440550627,23.83,95.53208966709012,23.83,197.5642675267776,28.79,175.4016916822764,37.84,396.7571099915067,37.84,622.9187,65.0
HYB-0037,-1533.694196032535,1266.4210760325352,0.0,-222.72759999999982,1.12,1.2,4.7,75.0,6.0,2,0.0,20,1,SOXS,60.75978820188788,23.89,72.62874716145747,23.89,90.53010216544995,23.89,94.57452828975295,23.89,195.9860204679328,28.82,173.82901722634077,37.84,391.58831685098727,37.84,626.1428,64.23
HYB-0021,-1544.1972813686286,1284.485121368629,0.0,-216.42679999999973,1.08,1.2,4.7,75.0,6.0,2,0.0,20,1,SOXS,57.934655084043875,23.77,69.87271900772778,23.77,87.94894066899579,23.77,92.09564555794772,23.77,192.4542977521809,28.76,170.78298353734507,37.84,390.74323341947405,37.84,632.4436000000001,64.01
HYB-0053,-1565.4516772824281,1288.5599572824283,0.0,-230.7430999999998,1.1,1.15,4.7,75.0,6.0,2,0.0,20,1,SOXS,61.15485358153663,23.83,73.19463336516847,23.83,91.38940333070462,23.83,90.39570895512492,23.83,189.7477341749322,28.79,168.1673784787896,37.84,383.7079272276594,37.84,618.1273,64.12
HYB-0069,-1616.4629046153823,1265.8663446153828,0.0,-292.1637999999997,1.1,1.25,4.7,75.0,6.0,2,0.0,20,1,SOXS,61.154875223404744,23.83,73.19463484439541,23.83,91.38939963436164,23.83,95.53207593011533,23.83,197.5643198274534,28.79,175.4017965729239,37.84,386.2141497483069,37.84,556.7066000000001,64.12
HYB-0101,-1664.5126342460303,1326.2740342460306,0.0,-281.86549999999977,1.1,1.2,5.2,75.0,6.0,2,0.0,20,1,SOXS,56.12146113634056,26.79,66.06078576797323,26.79,81.94961260293243,26.79,84.91270354802458,26.79,181.40353941455837,26.79,169.98563055551062,35.57,379.60982912497377,35.57,567.0049,65.37
HYB-0084,-1864.1815416271206,1362.012261627121,0.0,-418.4743999999998,1.1,1.2,4.2,75.0,5.0,2,0.0,20,1,SOXS,76.66987432828134,23.48,81.03216416983294,24.73,79.3296051608366,24.73,84.11726664331627,24.73,180.1929457829957,28.41,160.68476466928075,37.52,322.27871401467957,37.52,430.396,60.15
HYB-0142,-1872.261870256423,1306.2968702564233,0.0,-471.63749999999976,1.1,1.2,4.7,77.5,7.0,1,25.0,20,1,SOXS,53.07392107485638,15.44,101.35168888330087,26.59,100.10965018028335,27.2,110.77059785030579,27.2,143.75019472622643,27.2,156.08338556244314,27.2,374.88128786250485,42.68,377.23290000000003,56.39
HYB-0126,-1883.356833406894,1306.2965134068945,0.0,-480.8835999999998,1.1,1.2,4.7,72.5,7.0,1,25.0,20,1,SOXS,53.073928942909674,15.44,101.35167578368028,26.59,100.10963580729411,27.2,110.77059090841534,27.2,143.75023438183615,27.2,156.0834111272475,27.2,374.8816060380667,43.79,367.9868,57.02
HYB-0014,-1883.356833406894,1306.2965134068945,0.0,-480.8835999999998,1.1,1.2,4.7,75.0,7.0,1,25.0,20,1,SOXS,53.073928942909674,15.44,101.35167578368028,26.59,100.10963580729411,27.2,110.77059090841534,27.2,143.75023438183615,27.2,156.0834111272475,27.2,374.8816060380667,43.79,367.9868,57.02
HYB-0141,-1884.416795367804,1324.9224353678044,0.0,-466.24529999999976,1.1,1.2,4.7,77.5,6.0,1,25.0,20,1,SOXS,53.073975352121614,15.44,101.35168962245812,25.97,101.81696913941627,26.58,112.56887979031389,26.58,145.82979540547325,26.58,141.8853344720298,26.58,364.86851724672687,40.78,382.62510000000003,54.94
HYB-0125,-1895.6378488703326,1324.922768870333,0.0,-475.59589999999986,1.1,1.2,4.7,72.5,6.0,1,25.0,20,1,SOXS,53.07395070125749,15.44,101.35167733325052,25.97,101.81696223734234,26.58,112.56882584092276,26.58,145.82980991184348,26.58,141.8853147310625,26.58,364.8682867703321,41.93,373.27449999999993,55.6
HYB-0013,-1895.6378488703326,1324.922768870333,0.0,-475.59589999999986,1.1,1.2,4.7,75.0,6.0,1,25.0,20,1,SOXS,53.07395070125749,15.44,101.35167733325052,25.97,101.81696223734234,26.58,112.56882584092276,26.58,145.82980991184348,26.58,141.8853147310625,26.58,364.8682867703321,41.93,373.27449999999993,55.6
HYB-0110,-1897.4744221722453,1280.3824621722454,0.0,-514.2432999999999,1.1,1.2,5.2,75.0,7.0,1,25.0,20,1,SOXS,58.23535258325132,11.22,108.14098493490371,27.27,104.95390710875978,27.87,114.74042288280674,27.87,147.29201966833304,27.87,159.47855584650048,27.87,373.09389119954363,47.53,334.6271,58.23
HYB-0046,-1904.1317819692201,1317.9269819692204,0.0,-488.5039999999998,1.12,1.2,4.7,75.0,7.0,1,25.0,20,1,SOXS,52.6986919493656,15.44,100.61172740436804,26.59,99.12971713211518,27.2,109.65264979030928,27.2,142.45736146690032,27.2,154.4127025530443,27.2,369.42776413102115,43.98,360.3664,57.16
HYB-0030,-1914.1976090320197,1333.78448903202,0.0,-483.6775999999998,1.08,1.2,4.7,75.0,7.0,1,25.0,20,1,SOXS,50.01520491484763,15.44,97.57050768591749,26.59,96.59278968302938,27.2,107.15109840319302,27.2,139.5642458733493,27.2,151.99470001224245,27.2,369.64456079174494,43.59,365.1928,56.88
HYB-0045,-1916.3482530745855,1336.3792530745857,0.0,-483.3074999999998,1.12,1.2,4.7,75.0,6.0,1,25.0,20,1,SOXS,52.69864541309981,15.44,100.61175085620127,25.97,100.82861345607172,26.58,111.44140866806276,26.58,144.5259070527921,26.58,140.30727302289446,26.58,359.5247448526364,42.12,365.5629,55.74
HYB-0109,-1922.5413890540217,1303.7771090540218,0.0,-515.6368999999999,1.1,1.2,5.2,75.0,6.0,1,25.0,20,1,SOXS,58.23534482191863,11.22,108.14103876062843,26.59,106.85238652049338,27.2,116.72955773480096,27.2,149.5827646815848,27.2,143.8593785443982,27.2,359.14001627849797,46.11,333.23349999999994,57.1
HYB-0029,-1926.265623481122,1352.1653434811224,0.0,-478.4168999999998,1.08,1.2,4.7,75.0,6.0,1,25.0,20,1,SOXS,50.01519432634607,15.44,97.57050352491376,25.97,98.27009627059442,26.58,108.91848132115251,26.58,141.60822730365786,26.58,138.02328558230653,26.58,359.7464645862508,41.72,370.45349999999996,55.46
HYB-0062,-1929.2496505390527,1337.437370539053,0.0,-493.17689999999976,1.1,1.15,4.7,75.0,7.0,1,25.0,20,1,SOXS,53.07395152757015,15.44,101.35168692436984,26.59,100.10965128957734,27.2,105.23396871049346,27.2,137.34728721254373,27.2,149.35649020125004,27.2,362.4071899914864,43.79,355.69350000000003,57.02
HYB-0061,-1941.1632672684186,1355.529547268419,0.0,-488.02809999999977,1.1,1.15,4.7,75.0,6.0,1,25.0,20,1,SOXS,53.073953044357495,15.44,101.35170265949478,25.97,101.81693013299515,26.58,106.98496667120305,26.58,139.37223536940348,26.58,135.53135606690563,26.58,352.6569051835656,41.93,360.8423,55.6
HYB-0078,-1942.8925674768052,1307.1860874768054,0.0,-529.7553999999998,1.1,1.25,4.7,75.0,7.0,1,25.0,20,1,SOXS,53.073970321294084,15.44,101.35171296565422,26.59,100.10962425522587,27.2,110.77059013150188,27.2,143.75016357022176,27.2,159.44421127696953,27.2,370.63123639867143,43.79,319.115,57.02
HYB-0077,-1955.7379847998964,1325.8547447998967,0.0,-524.9026999999999,1.1,1.25,4.7,75.0,6.0,1,25.0,20,1,SOXS,53.07395190512159,15.44,101.35167609545555,25.97,101.81691906810602,26.58,112.56883944615583,26.58,145.82982293685808,26.58,144.9861838067975,26.58,360.8354583379529,41.93,323.9676999999999,55.6
HYB-0093,-1986.4028321311584,1398.6759521311587,0.0,-489.7723999999998,1.1,1.2,4.2,75.0,6.0,1,25.0,20,1,SOXS,56.646982493744844,18.98,86.19695026641976,25.04,88.96872267947376,25.66,100.08045090860284,25.66,132.32916697662583,25.66,129.80063169170245,25.66,353.618739248616,43.09,359.098,55.26
HYB-0094,-1990.7873078540124,1389.6888278540125,0.0,-500.9153999999998,1.1,1.2,4.2,75.0,7.0,1,25.0,20,1,SOXS,56.64695677473477,19.76,86.19700957514553,25.76,87.1547942343848,26.37,98.15984789703853,26.37,130.0990552663048,26.37,141.7415124285428,26.37,356.6295923661803,44.83,347.955,56.64
HYB-0004,-2018.6368594264786,1426.2994594264787,0.0,-493.61449999999985,1.1,1.2,4.7,75.0,5.0,2,0.0,20,1,SOXS,61.154869858288194,23.83,73.19468047184428,23.83,76.54699113922038,23.83,80.31429136114632,23.83,174.40559786192438,28.79,153.96798566528983,37.84,300.43372061215206,37.84,355.25589999999994,62.62
HYB-0132,-2025.4760518561984,1426.2992518561987,0.0,-499.3139999999998,1.1,1.2,4.7,77.5,5.0,2,0.0,20,1,SOXS,61.15483513186333,23.83,73.19467682922836,23.83,76.54697798917995,23.83,80.31431319494527,23.83,174.40570692264075,28.79,153.96787017458027,37.84,300.43396429770735,37.84,349.5564,63.27
HYB-0116,-2034.2110911590544,1426.2992511590546,0.0,-506.5931999999998,1.1,1.2,4.7,72.5,5.0,2,0.0,20,1,SOXS,61.154836133192234,23.83,73.19467646600427,23.83,76.54705183557724,23.83,80.31434940794486,23.83,174.40568222146666,28.79,153.96788573325168,37.84,300.43386343985253,37.84,342.2772,62.62
HYB-0036,-2035.9245373067383,1435.8028573067386,0.0,-500.10139999999984,1.12,1.2,4.7,75.0,5.0,2,0.0,20,1,SOXS,60.7597929465709,23.89,72.62875829111883,23.89,75.75433110831568,23.89,79.43130580877012,23.89,172.95026828582937,28.82,152.51761358872687,37.84,296.47266906027363,37.84,348.76899999999995,62.7
HYB-0020,-2049.9260650865917,1453.2085450865923,0.0,-497.2645999999998,1.08,1.2,4.7,75.0,5.0,2,0.0,20,1,SOXS,57.934663590547395,23.77,69.87272874314228,23.77,73.37333102478986,23.77,77.14532947980506,23.77,169.6933322822834,28.76,149.70863092753177,37.84,295.381035261652,37.84,351.6058,62.53
HYB-0052,-2062.1225987503717,1455.434518750372,0.0,-505.57339999999976,1.1,1.15,4.7,75.0,5.0,2,0.0,20,1,SOXS,61.15484056723397,23.83,73.19462042069425,23.83,76.54700710374524,23.83,75.57770128299728,23.83,167.19736815140124,28.79,147.29662183722604,37.84,289.91491828267397,37.84,343.297,62.62
HYB-0140,-2067.084410098366,1391.0711300983662,0.0,-563.3443999999997,1.1,1.2,4.7,77.5,5.0,1,25.0,20,1,SOXS,53.07397878152595,15.44,101.3517599986212,25.97,96.81502779218549,26.58,107.23828322590458,26.58,139.66510071161125,26.58,135.81951695431033,26.58,321.28279883381924,37.67,285.526,52.57
HYB-0012,-2076.0475278110916,1391.071087811092,0.0,-570.8136999999998,1.1,1.2,4.7,75.0,5.0,1,25.0,20,1,SOXS,53.07395642905295,15.44,101.3516766670537,25.97,96.81504191063127,26.58,107.23827347073689,26.58,139.66516570867805,26.58,135.81954650842926,26.58,321.28284789067,37.97,278.0567,52.57
HYB-0068,-2087.0196070193974,1434.8139670193978,0.0,-543.5046999999997,1.1,1.25,4.7,75.0,5.0,2,0.0,20,1,SOXS,61.154855330009795,23.83,73.19464341486362,23.83,76.54700754939509,23.83,80.31431791917282,23.83,174.40561854797764,28.79,153.96784723048876,37.84,291.9193393850387,37.84,305.3657,62.62
HYB-0124,-2088.981258545387,1391.071338545387,0.0,-581.5915999999997,1.1,1.2,4.7,72.5,5.0,1,25.0,20,1,SOXS,53.07397196329846,15.44,101.3517054755694,25.97,96.81498216612935,26.58,107.23824011682295,26.58,139.66521932623627,26.58,135.81954429560494,26.58,321.28259450729564,37.97,267.2788,52.57
HYB-0044,-2093.704333654718,1401.6856936547183,0.0,-576.6821999999997,1.12,1.2,4.7,75.0,5.0,1,25.0,20,1,SOXS,52.698671495850306,15.44,100.61177211246259,25.97,95.85121150601834,26.58,106.13906243076786,26.58,138.3939094253769,26.58,134.28102024373047,26.58,316.6562555274194,37.99,272.1882,52.57
HYB-0108,-2101.5513747080454,1371.9403347080456,0.0,-608.0091999999997,1.1,1.2,5.2,75.0,5.0,1,25.0,20,1,SOXS,58.235397885002826,11.22,108.14095353940965,26.59,101.72572357885245,27.2,111.2946727721186,27.2,143.32385816080762,27.2,137.74401352554037,27.2,313.9126422265668,42.24,240.86120000000003,54.02
HYB-0028,-2105.7026065963855,1417.6682065963855,0.0,-573.3619999999999,1.08,1.2,4.7,75.0,5.0,1,25.0,20,1,SOXS,50.01518095700752,15.44,97.57048978496603,25.97,93.35601375242845,26.58,103.67938165299341,26.58,135.54941377422008,26.58,132.0542926920909,26.58,316.42461718625236,37.95,275.50839999999994,52.57
HYB-0060,-2116.965385216164,1420.0717452161643,0.0,-580.7446999999997,1.1,1.15,4.7,75.0,5.0,1,25.0,20,1,SOXS,53.073947726463764,15.44,101.35171353059063,25.97,96.81498490976598,26.58,101.79442524945719,26.58,133.36951016110308,26.58,129.62490978760087,26.58,310.2163598151982,37.97,268.1257,52.57
HYB-0076,-2123.9770709777167,1391.719910977717,0.0,-610.2142999999999,1.1,1.25,4.7,75.0,5.0,1,25.0,20,1,SOXS,53.07396731738694,15.44,101.35173460220592,25.97,96.81504194267157,26.58,107.23824595092583,26.58,139.66507647701164,26.58,138.8427566323249,26.58,317.6108624961002,38.61,238.65609999999998,52.57
HYB-0092,-2133.145966802938,1460.3351268029382,0.0,-560.6756999999998,1.1,1.2,4.2,75.0,5.0,1,25.0,20,1,SOXS,56.646974557633726,18.98,86.19701083046346,25.04,84.28526533262948,25.66,95.06300942817415,25.66,126.5030244576427,25.66,124.03801426429459,25.66,313.2491707225679,39.56,288.1947,52.49
HYB-0100,-2152.9641513882343,1499.0662713882348,0.0,-544.9148999999998,1.1,1.2,5.2,75.0,5.0,2,0.0,20,1,SOXS,56.121506831261605,26.79,66.06079316740774,26.79,66.9731623075257,26.79,69.64145855651971,26.79,158.16339964517795,26.79,147.68854761877023,35.57,282.60245688144647,35.57,303.95550000000003,63.87
