ok,idx,attempt,elapsed_sec,window,cpu_final_equity,cpu_return_pct,cpu_pnl,cpu_maxdd_pct,cpu_maxdd_usd,gpu_final_equity,gpu_return_pct,gpu_pnl,gpu_maxdd_pct,gpu_maxdd_usd,cpu_gpu_diff_bps,gpu_backend,summary_json,engine,engine_note,strategy_profile,profit_lock_exec_model,runtime_profit_lock_order_type,runtime_stop_price_offset_bps,rebalance_time_ny,slippage_bps,sell_fee_bps,warmup_days,daily_lookback_days,anchor_window_start_equity,daily_synthetic_parity,daily_synthetic_parity_split_adjustment,rebalance_min_trade_weight_delta,cpu_score,gpu_score,combined_score
True,0,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034162,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034162,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00000_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.0,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,1,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00001_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.02,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,2,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00002_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.05,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,3,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034162,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034162,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00003_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.0,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,4,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00004_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.02,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,5,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00005_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.05,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,6,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034162,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034162,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00006_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.0,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,7,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00007_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.02,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,8,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00008_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.05,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,9,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034162,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034162,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00009_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.0,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,10,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00010_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.02,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,11,1,0.05,2026-02-25 to 2026-03-27,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,1054.042234982334,-89.45957765017666,-8945.957765017665,94.94672139898876,11464.612104034166,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00011_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.05,-136.93293834967102,-136.93293834967102,-136.93293834967102
True,12,1,0.05,2026-02-25 to 2026-03-27,908.9980464961358,-90.91001953503864,-9091.001953503865,95.1357651964313,11390.387839739815,908.9980464961358,-90.91001953503864,-9091.001953503865,95.1357651964313,11390.387839739815,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00012_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.0,-138.4779021332543,-138.4779021332543,-138.4779021332543
True,13,1,0.05,2026-02-25 to 2026-03-27,908.9980464961359,-90.91001953503864,-9091.001953503865,95.13576519643131,11390.387839739817,908.9980464961359,-90.91001953503864,-9091.001953503865,95.13576519643131,11390.387839739817,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00013_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.02,-138.4779021332543,-138.4779021332543,-138.4779021332543
True,14,1,0.05,2026-02-25 to 2026-03-27,908.9980464961359,-90.91001953503864,-9091.001953503865,95.13576519643131,11390.387839739817,908.9980464961359,-90.91001953503864,-9091.001953503865,95.13576519643131,11390.387839739817,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00014_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.05,-138.4779021332543,-138.4779021332543,-138.4779021332543
True,15,1,0.05,2026-02-25 to 2026-03-27,908.9980464961358,-90.91001953503864,-9091.001953503865,95.1357651964313,11390.387839739815,908.9980464961358,-90.91001953503864,-9091.001953503865,95.1357651964313,11390.387839739815,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00015_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.0,-138.4779021332543,-138.4779021332543,-138.4779021332543
True,16,1,0.05,2026-02-25 to 2026-03-27,908.9980464961359,-90.91001953503864,-9091.001953503865,95.13576519643131,11390.387839739817,908.9980464961359,-90.91001953503864,-9091.001953503865,95.13576519643131,11390.387839739817,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00016_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.02,-138.4779021332543,-138.4779021332543,-138.4779021332543
True,17,1,0.05,2026-02-25 to 2026-03-27,908.9980464961359,-90.91001953503864,-9091.001953503865,95.13576519643131,11390.387839739817,908.9980464961359,-90.91001953503864,-9091.001953503865,95.13576519643131,11390.387839739817,0.0,cupy_gpu:0,/home/chewy/projects/trading-compose-dev/research/reports/dd_gpu_probe_1m_20260329/gpu_native_00017_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-02-25_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.05,-138.4779021332543,-138.4779021332543,-138.4779021332543
